Victoria Station,1017 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 9511,,yes,Red car park near Photo Xpert,,,
Virgin Mobile,1022 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 3889,"It's a cheeky sense of fun, it's challenging the status quo, it's finding spaces where we can make a difference - then making it. It's giving our customers amazing value and a smile.And of course it's got quite a lot to do with Sir Richard Branson, the worlds coolest boss. Seriously, there was a survey and he won.Here at Virgin Mobile, we've been putting our customers first for over 10 years. Ever since Richard Branson saw an opportunity to stir up the Aussie telco market in the early noughties, we've been making a splash with our innovative products, cheeky ad campaigns and world-class customer service.We've certainly come a long way from the early days when each new connection meant a little bell rang in the call centre, to proudly having more than 1 million customers in Australia. And they're happy customers too: we've been rated the No 1 telco for Customer Satisfaction for some time now, and picked up a swag of We think a telco relationship should be rewarding so our customers also receive a host of benefits including Virgin family perks, exclusive discounts and VIP access to gigs and music festivals.And because we use the Optus network it means that up to 97% of the population in Oz can get a clear Virgin Mobile signal. So come on in, more customers are always welcome!",yes,Red car park near JB Hi Fi,http://www.virginmobile.com.au/,https://www.facebook.com/VirginMobileAus,
Vodafone,2003 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 2822,"Vodafone Group Plc. is the world's leading mobile telecommunications company, with a significant presence in Europe, the Middle East, Africa, Asia Pacific and the United States through the Company's subsidiary undertakings, joint ventures, associated undertakings and investments",yes,Blue car park near Suzanne Grae,http://www.vodafone.com.au/,https://www.facebook.com/vodafoneau,
Walk Up Cuts & Colours,1092 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 8544,,yes,Red car park near JB Hi Fi,,,
Wash N Shop,CW02 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,ÿ8806 1345,,yes,Pink car park off Warrandyte Road,,,
Wash N Shop,CW01 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,ÿ03 9847 0866,,yes,Pink car park off Ringwood Street,,,
Watchworks,K111 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 8838 8034,,yes,Orange car park near Australia Post,,,
Wendy's,1013 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,ÿ03 9870 0142,"In 1979, entrepreneurs Geoff Davis and Phil Rogers opened the doors to their first treat business in a South Australian shopping centre. Word soon spread about the tiny store selling delicious ice cream sundaes and treats and, by lunchtime on the opening day, the centre?s mains power had blown as the store?s machinery struggled to keep up with customer demand.This extraordinary beginning was the start of a brand that has developed into one of the nation?s most recognised and well-loved franchises ? Wendys.With more than three decades of successful franchising experience, the company has come a long way since those humble beginnings.Wendys now has over 250 store across Australia and New Zealand and has grown from a single store operation to a large franchise network.While the Wendys of today is very different to that first store, our franchisees are still motivated by one simple philosophy ? to deliver the ultimate treat experience to every customer, every time. Yum-O!",,Red car park near Photo Xpert,http://www.wendys.com.au/,http://www.facebook.com/WendysAustralia,
Witchery,2014 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 2415,"We are Witchery, The most inspiring among Australia's fashion brands.No one else does it like we do. Ahead of the curve, our fashion radar casts a global eye 24/7, providing the latest trends and accessories to make women look-and feel fabulous.We're a daily inspiration. We're the first and last word in style.We are Witchery.",yes,Blue car park near Diana Ferrari,http://www.witchery.com.au/,https://www.facebook.com/witcheryfashions,https://instagram.com/witcheryfashion/
Wittner,2077 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 0844,,yes,Blue car park near Diana Ferrari,http://www.wittner.com.au/,https://www.facebook.com/wittnershoes,http://instagram.com/wittnershoes
Woolworths,00WW Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 2622,"At Woolworths, we believe in providing our customers with the widest range of quality products and are constantly looking for new ways to offer greater choice. That's why we've spent many years developing a range of trusted Woolworths brands - each with its own specific guarantee of quality.",yes,Red car park near Photo Xpert,http://www.woolworths.com.au/,http://www.facebook.com/woolworths,https://instagram.com/woolworths_au/
Yes Optus,1018 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,(03) 9870 3166,,yes,,,,
Your Surprises,1078 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 1066,,yes,Red car park near Photo Xpert,,,
Yoyogi,FC06 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 9884,,,Blue car park near Suzanne Grae,,,
Zamel's,2069 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 9466,,yes,Blue car park near Suzanne Grae,,,
Zukka,1095 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 8188,,,Orange car park near Australia Post,,,
Vodafone kiosk,K220 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,ÿ03 9847 0433,,yes,"Blue Car Park, near Kmart",,,
